year,cname,cowcode,ccodewb,creation,reform,direction,increase,decrease,regional,lvau_garriga,lvaw_garriga,cuk_ceo,cuk_obj,cuk_pol,cuk_limlen,lvaw_garriga_diff
2020,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2021,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2022,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2023,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
1971,Gambia,420,270,1,1,1,1,0,0,,,,,,,0
1972,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1973,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1974,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1975,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1976,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1977,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1978,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1979,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1980,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1981,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1982,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1983,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1984,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1985,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1986,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1987,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1988,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1989,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1990,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1991,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1992,Gambia,420,270,0,1,1,1,0,0,,,,,,,0
1993,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1994,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1995,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1996,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1997,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1998,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
1999,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
2000,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
2001,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
2002,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
2003,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
2004,Gambia,420,270,0,0,0,0,0,0,,,,,,,0
2005,Gambia,420,270,0,1,1,1,0,0,0.511,0.512,0.708,0.600,0.250,0.486,0
2006,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,0
2007,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,0
2008,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,0
2009,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,1
2010,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,1
2011,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,1
2012,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,1
2013,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,1
2014,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,1
2015,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,1
2016,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,1
2017,Gambia,420,270,0,0,0,0,0,0,0.511,0.512,0.708,0.600,0.250,0.486,1
2018,Gambia,420,270,0,1,1,1,0,0,0.504,0.537,0.583,0.600,0.250,0.585,1
2019,Gambia,420,270,0,0,0,0,0,0,0.504,0.537,0.583,0.600,0.250,0.585,1
2020,Gambia,420,270,0,0,0,0,0,0,0.504,0.537,0.583,0.600,0.250,0.585,1
2021,Gambia,420,270,0,0,0,0,0,0,0.504,0.537,0.583,0.600,0.250,0.585,1
2022,Gambia,420,270,0,0,0,0,0,0,0.504,0.537,0.583,0.600,0.250,0.585,1
2023,Gambia,420,270,0,0,0,0,0,0,0.504,0.537,0.583,0.600,0.250,0.585,1
1970,Mali,432,466,0,,,,,0,,,,,,,0
1971,Mali,432,466,0,,,,,0,,,,,,,0
1972,Mali,432,466,0,,,,,0,,,,,,,0
1973,Mali,432,466,0,,,,,0,,,,,,,0
1974,Mali,432,466,0,,,,,0,,,,,,,0
1975,Mali,432,466,0,,,,,0,,,,,,,0
1976,Mali,432,466,0,,,,,0,,,,,,,0
1977,Mali,432,466,0,,,,,0,,,,,,,0
1978,Mali,432,466,0,,,,,0,,,,,,,0
1979,Mali,432,466,0,,,,,0,,,,,,,0
1980,Mali,432,466,0,,,,,0,,,,,,,0
1981,Mali,432,466,0,,,,,0,,,,,,,0
1982,Mali,432,466,0,,,,,0,,,,,,,0
1983,Mali,432,466,0,,,,,0,,,,,,,0
1984,Mali,432,466,1,1,1,1,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1985,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1986,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1987,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1988,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1989,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1990,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1991,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1992,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1993,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1994,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1995,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1996,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1997,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1998,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1999,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2000,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2001,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2002,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2003,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2004,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2005,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2006,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2007,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2008,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2009,Mali,432,466,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,1
2010,Mali,432,466,0,1,1,1,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2011,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2012,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2013,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2014,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2015,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2016,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2017,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2018,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2019,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2020,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2021,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2022,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2023,Mali,432,466,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
1970,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1971,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1972,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1973,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1974,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1975,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1976,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1977,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1978,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1979,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1980,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1981,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1982,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1983,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1984,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1985,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1986,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1987,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1988,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1989,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1990,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1991,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1992,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1993,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1994,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1995,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1996,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1997,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1998,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1999,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2000,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2001,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2002,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2003,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2004,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2005,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2006,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2007,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2008,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2009,Senegal,433,686,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,1
2010,Senegal,433,686,0,1,1,1,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2011,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2012,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2013,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2014,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2015,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2016,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2017,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2018,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2019,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2020,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2021,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2022,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2023,Senegal,433,686,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
1970,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1971,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1972,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1973,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1974,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1975,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1976,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1977,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1978,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1979,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1980,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1981,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1982,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1983,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1984,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1985,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1986,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1987,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1988,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1989,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1990,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1991,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1992,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1993,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1994,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1995,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1996,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1997,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1998,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1999,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2000,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2001,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2002,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2003,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2004,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2005,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2006,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2007,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2008,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2009,Benin,434,204,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,1
2010,Benin,434,204,0,1,1,1,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2011,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2012,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2013,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2014,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2015,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2016,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2017,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2018,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2019,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2020,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2021,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2022,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2023,Benin,434,204,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
1970,Mauritania,435,478,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1971,Mauritania,435,478,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1972,Mauritania,435,478,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1973,Mauritania,435,478,1,1,-1,0,1,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1974,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1975,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1976,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1977,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1978,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1979,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1980,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1981,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1982,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1983,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1984,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1985,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1986,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1987,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1988,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1989,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1990,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1991,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1992,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1993,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1994,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1995,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1996,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1997,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1998,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
1999,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
2000,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
2001,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
2002,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
2003,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
2004,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
2005,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
2006,Mauritania,435,478,0,0,0,0,0,0,0.389,0.393,0.313,0.400,0.433,0.412,0
2007,Mauritania,435,478,0,1,1,1,0,0,0.642,0.636,0.583,0.600,0.750,0.634,0
2008,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,0
2009,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,1
2010,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,1
2011,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,1
2012,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,1
2013,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,1
2014,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,1
2015,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,1
2016,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,1
2017,Mauritania,435,478,0,0,0,0,0,0,0.642,0.636,0.583,0.600,0.750,0.634,1
2018,Mauritania,435,478,0,1,-1,0,1,0,0.670,0.586,0.645,0.600,1.000,0.434,1
2019,Mauritania,435,478,0,0,0,0,0,0,0.670,0.586,0.645,0.600,1.000,0.434,1
2020,Mauritania,435,478,0,0,0,0,0,0,0.670,0.586,0.645,0.600,1.000,0.434,1
2021,Mauritania,435,478,0,0,0,0,0,0,0.670,0.586,0.645,0.600,1.000,0.434,1
2022,Mauritania,435,478,0,0,0,0,0,0,0.670,0.586,0.645,0.600,1.000,0.434,1
2023,Mauritania,435,478,0,0,0,0,0,0,0.670,0.586,0.645,0.600,1.000,0.434,1
1970,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1971,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1972,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1973,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1974,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1975,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1976,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1977,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1978,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1979,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1980,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1981,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1982,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1983,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1984,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1985,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1986,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1987,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1988,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1989,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1990,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1991,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1992,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1993,Niger,436,562,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
